code,label
"import java.lang.reflect.Method;

public class ReflectionStego {
    public static void main(String[] args) throws Exception {
        Class<?> cls = Class.forName(""HiddenMessageClass"");
        Method method = cls.getDeclaredMethod(""secretMethod"");

        System.out.println(""Executing Java program..."");
    }
}

class HiddenMessageClass {
    public void secretMethod() {
        System.out.println(""Steganographic message hidden in reflection!"");
    }
}
",1
"public class BitStego {
    public static void main(String[] args) {
        int hidden = (0b1010_0001 << 24) | (0b1011_0110 << 16) | (0b1010_0111 << 8) | 0b1011_0001;
        System.out.println(""Executing Java program..."");
    }
}
",1
"public class EnumStego {
    enum Secret {
        S, T, E, G, O;
    }

    public static void main(String[] args) {
        System.out.println(""Running..."");
    }
}
",1
"import java.io.File;

public class FilePathStego {
    public static void main(String[] args) {
        File hiddenFile = new File(""C:/Secret/StegoData.txt"");
        System.out.println(""Running program..."");
    }
}
",1
"public class EnvVarStego {
    public static void main(String[] args) {
        System.setProperty(""hiddenMessage"", ""TopSecret123"");
        
        System.out.println(""Executing Java program..."");
        
        // The secret message can be extracted later:
        String secret = System.getProperty(""hiddenMessage"");
        System.out.println(""Recovered: "" + secret);
    }
}
",1
"public class CommentStego {
    public static void main(String[] args) {
        System.out.println(""Executing safe Java program!""); 

        /* 
         * Hidden message: ""StegoMessage""
         * Encoded in multi-line comments:
         * S t e g o M e s s a g e
         * 83 116 101 103 111 77 101 115 115 97 103 101 (ASCII)
         */
    }
}
",1
"public class WhitespaceStego {
    public static void main(String[] args) {
        System.out.println(""Hello, world!""); // Normal Java program

        // Hidden message: ""Secret""
        // Spaces encode bits: "" "" (0) and ""\t"" (1)
        String hidden = "" \t  \t \t \t  "";
    }
}

",1
"public class VariableStego {
    public static void main(String[] args) {
        int S1e = 100;
        int cR2 = 200;
        int eT3o = 300;
        int G4g = 400;
        int oM5 = 500;

        System.out.println(""Code executed.""); // The actual message is hidden in variable names
    }
}
",1
"public class BytecodeStego {
    public static void main(String[] args) {
        System.out.println(""Java program running..."");
        
        // Steganographic technique: Insert a NOP instruction (hex: 0x00) in bytecode manually.
        int hidden = 100; // This variable is never used but could be a marker.
    }
}
",1
"public class SwitchStego {
    public static void main(String[] args) {
        int code = 1;
        switch (code) {
            case 83: case 116: case 101: case 103: case 111: // ASCII for ""Stego""
                System.out.println(""Executing Java program..."");
                break;
        }
    }
}
",1
"import javax.sound.sampled.*;
import java.io.*;

public class AudioStego {
    public static void main(String[] args) {
        try {
            File audioFile = new File(""stego_audio.wav"");
            String hiddenMessage = ""CovertAudioStego"";

            AudioInputStream audioInputStream = AudioSystem.getAudioInputStream(audioFile);
            byte[] audioBytes = audioInputStream.readAllBytes();

            // Hide message in LSB (Least Significant Bit)
            for (int i = 0; i < hiddenMessage.length(); i++) {
                audioBytes[i] = (byte) ((audioBytes[i] & 0xFE) | ((hiddenMessage.charAt(i) & 1)));
            }

            // Save the modified audio
            ByteArrayInputStream bais = new ByteArrayInputStream(audioBytes);
            AudioInputStream stegoAudio = new AudioInputStream(bais, audioInputStream.getFormat(),
                    audioBytes.length / audioInputStream.getFormat().getFrameSize());

            AudioSystem.write(stegoAudio, AudioFileFormat.Type.WAVE, new File(""stego_output.wav""));
            System.out.println(""✅ Audio steganography applied: stego_output.wav"");

        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}
",1
"public class ObfuscatedStego {
    public static void main(String[] args) {
        String encoded = ""U2VjcmV0TWVzc2FnZQ==""; // Base64 of ""SecretMessage""
        
        byte[] decodedBytes = java.util.Base64.getDecoder().decode(encoded);
        String hiddenMessage = new String(decodedBytes);

        System.out.println(""Decoded: "" + hiddenMessage);
    }
}
",1
"public class ExceptionStego {
    public static void main(String[] args) {
        try {
            throw new Exception(""HiddenMessage123""); // Secret message inside the exception
        } catch (Exception e) {
            System.out.println(""Error: "" + e.getMessage());
        }
    }
}
",1
"import java.io.FileWriter;
import java.io.IOException;

public class HTMLStegoText {
    public static void main(String[] args) {
        try {
            // Hidden message to embed inside an HTML tag
            String secretMessage = ""HiddenStegoInTag"";

            // Create HTML content with hidden message inside an HTML tag
            String htmlContent = ""<html>\n"" +
                                 ""<head><title>Stego HTML</title></head>\n"" +
                                 ""<body>\n"" +
                                 ""  <div id='hiddenMessage'>"" + secretMessage + ""</div>\n"" +
                                 ""</body>\n"" +
                                 ""</html>"";

            // Write to an HTML file
            FileWriter fileWriter = new FileWriter(""stego_text.html"");
            fileWriter.write(htmlContent);
            fileWriter.close();

            System.out.println(""✅ Hidden message inside HTML tag: stego_text.html"");
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}
",1
"package org.examples.java.service;

import java.util.List;

import org.examples.java.persistance.entity.User;

public interface IUserService {

	List<User> getUsers();

	void saveUser(User user);

}",0
"package org.examples.cdi;

import org.examples.cdi.injected.classes.MockObject;
import org.slf4j.Logger;
import org.slf4j.LoggerFactory;

public class RunableApplicationWithoutCDI {

	private static Logger logger = LoggerFactory.getLogger(RunableApplicationWithoutCDI.class);

	private MockObject injectedBean;

	/**
	 * Constructor of the class
	 */
	public RunableApplicationWithoutCDI() {
		
		// We creating new instance of the bean locally
		this.injectedBean = new MockObject(); 
		
	}
	
	public void run() {
		
		logger.info(""** Application without CDI initialized **"");
		String message = injectedBean.getMessage();
		logger.info(message);

	}

	/**
	 * Main method to run the class
	 */
	public static void main(String[] args) {
		
		RunableApplicationWithoutCDI application = new RunableApplicationWithoutCDI();
		application.run();
	}
}",0
"package org.examples.resteasy;

import javax.ws.rs.Consumes;
import javax.ws.rs.GET;
import javax.ws.rs.POST;
import javax.ws.rs.Path;
import javax.ws.rs.PathParam;
import javax.ws.rs.Produces;
import javax.ws.rs.core.MediaType;
import javax.ws.rs.core.Response;

@Path(""/test"")
public class RestEndpoint
{
    @GET
    @Path(""/hello"")
    public String test()
    {
        return ""Hello REST"";
    }
    
    
	@GET
	@Path(""/{param}"")
	public Response printMessage(@PathParam(""param"") String msg) {

		String result = ""Restful example : "" + msg;

		return Response.status(200).entity(result).build();

	}
	
    @GET
    @Produces(""text/json"")
    @Path(""/helloWorld"")
    public Response helloWorld() {
		return Response.status(200).entity(""Hello world"").build();
    }

    @POST
    @Consumes(MediaType.APPLICATION_JSON) 
    @Path(""/testPost"")
    public Response testPost(MyObject object) {
    	return Response.status(200).entity(object.getName()).build();
    	
    }
    
    public static class MyObject {
    	
    	public MyObject(){
    		
    	}
    	
        public String getDescription() {
			return description;
		}
		public void setDescription(String description) {
			this.description = description;
		}

		public String getName() {
			return name;
		}

		public void setName(String name) {
			this.name = name;
		}

		private String name;
        private String description;
    	
    }

}",0
"package org.examples.java.persistance;

import java.nio.channels.ShutdownChannelGroupException;

import javax.inject.Inject;
import org.examples.java.persistance.entity.User;
import org.examples.java.persistance.enums.UserType;
import org.examples.java.service.IUserService;
import org.jboss.weld.environment.se.Weld;
import org.jboss.weld.environment.se.WeldContainer;

/**
 * Main method to run application
 * @author martin.klima
 * @url https://github.com/Pooky/java-enterprise-examples
 *  
 */
public class RunableApplication {
	
	@Inject
	private IUserService service;

	/**
	 * Run method
	 */
	public void run() {

		System.out.println(""--- Starting application -----"");
		
		// Get Users and write them out (
		System.out.println(service.getUsers().toString());

		// Save two users
		service.saveUser(getNewUser(""user1@mail.com"", ""Max"", UserType.ADMIN));
		service.saveUser(getNewUser(""user2@mail.com"", ""Tomas"", UserType.REGULAR));

		
		// Print new list of users
		service.getUsers().stream().forEach(e -> System.out.println(e));

		System.out.println(""--- All done! -----"");
		
		// Shutdown connection
		
		HibernateUtils.getEntityManager().clear();
		HibernateUtils.getEntityManager().close();
		
		
				
	}

	/**
	 * Insert new user and persist it
	 * @return 
	 */
	private User getNewUser(String email, String name, UserType type) {

		// Create new user instance
		User user = new User();
		user.setEmail(email);
		user.setName(name);
		user.setUserType(type);
		
		return user;
		
	}

	/**
	 * Main runnable method, which will perform following operations:
	 * 
	 * Create new instance of Weld (Dependency Injection library solution)
	 * Initialize Weld container 
	 * Assign RunableApplication.class to Weld Container
	 * Run RunableApplication method
	 * 
	 * @see https://randling.wordpress.com/2011/08/15/cdi-in-java-se/
	 */
	public static void main(String[] args) {

		Weld weld = new Weld();
		WeldContainer container = weld.initialize();
		RunableApplication application = container.instance().select(RunableApplication.class).get();
		application.run();
		weld.shutdown();

	}

}",0
"package org.examples.cdi.injected.classes;


/**
 * Production Object
 * 
 * For real production purpose 
 */
public class ProductionObject implements ObjectInterface{
	
	public String getMessage() {
		
		return ""Hello from "" + this.getClass().getSimpleName();
		
	}
	
}",0
"package org.examples.java.persistance.dao;

import java.util.List;

import javax.persistence.EntityManager;
import javax.persistence.Query;

import org.examples.java.persistance.HibernateUtils;
import org.examples.java.persistance.entity.User;

/**
 * User data access object
 *
 */
public class UserDao implements IUserDao {

	/**
	 * Entity Manager instance 
	 */
	private EntityManager em;
	
	/**
	 * It can be also injected by container but in this case we use constructor to get entity manager
	 * Otherwise it could looks like @Inject EntityManager em
	 */
	public UserDao() {
		em = HibernateUtils.getEntityManager();
	}
	
	/**
	 * Save user to DB
	 * @param user
	 */
	public void saveUser(User user) {
	
		// Begin transaction
		em.getTransaction().begin();

		em.persist(user);

		// Commit transaction
		em.getTransaction().commit();
		
	}
	
	/**
	 * Get users as list
	 * @return
	 */
	public List<User> getUsers(){
		
		Query query = em.createQuery(""From User"", User.class);
		
		return query.getResultList();
	}
	
	
	
}
",0
"package org.examples.resteasy;

import java.io.IOException;

import com.fasterxml.jackson.databind.ObjectMapper;

public class MySimpleTest {


	public static void main(String[] args){

		ObjectMapper objectMapper = new ObjectMapper();


		String carJson =
		    ""{ \""brand\"" : \""Mercedes\"", \""doors\"" : 5 }"";

		try {
		    Car car = objectMapper.readValue(carJson, Car.class);

		    System.out.println(""car brand = "" + car.getBrand());
		    System.out.println(""car doors = "" + car.getDoors());
		} catch (IOException e) {
		    e.printStackTrace();
		}
	
		
	}
	
}",0
"package org.examples.java.service;

import java.util.List;

import javax.inject.Inject;

import org.examples.java.persistance.dao.IUserDao;
import org.examples.java.persistance.entity.User;

/**
 * User service
 */
public class UserService implements IUserService {

	@Inject
	private IUserDao dao;

	public List<User> getUsers() {
		return dao.getUsers();
	}
	
	public void saveUser(User user) {
		dao.saveUser(user);
	}


}
",0
"package org.examples.jasper;

import java.util.ArrayList;

public class DataBeanList {
	public ArrayList<DataBean> getDataBeanList() {
		ArrayList<DataBean> dataBeanList = new ArrayList<DataBean>();

		dataBeanList.add(produce(""Manisha"", ""India""));
		dataBeanList.add(produce(""Dennis Ritchie"", ""USA""));
		dataBeanList.add(produce(""V.Anand"", ""India""));
		dataBeanList.add(produce(""Shrinath"", ""California""));

		return dataBeanList;
	}

	/**
	 * This method returns a DataBean object, with name and country set in it.
	 */
	private DataBean produce(String name, String country) {
		
		DataBean dataBean = new DataBean();
		
		dataBean.setName(name);
		dataBean.setCountry(country);


		return dataBean;
	}
}",0
"package org.examples.rsa;

import java.security.Key;
import java.security.KeyPair;
import java.security.KeyPairGenerator;
import java.security.NoSuchAlgorithmException;
import java.security.PrivateKey;
import java.security.PublicKey;
import java.security.SecureRandom;
import java.security.Security;
import java.util.Base64;

import javax.crypto.Cipher;

import org.bouncycastle.jce.provider.BouncyCastleProvider;
import org.examples.EncryptionUtils;

/**
 * RSA can only encode small size of files:
 * 
 *  For 1024bits key size = 86bytes  = 688bits 
 *  For 2048bits key size = 214bytes = 1712bits
 *  
 *  Then you have to repeat encryption with same key and thats not considered secured.
 *  To prevent this, you should use RSA to encrypt asymetric key AES and then use it to secure communication.
 * 
 * 
 * @author Martin Klima
 */
public class RSAEncryptionExample {
    
	
	/**
	 * Main method to run the program
	 * @param args
	 * @throws Exception
	 */
    public static void main(String [] args) throws Exception {
    	
    	// We using BouncyCastle 
    	Security.addProvider(new BouncyCastleProvider());
    		
        // generate public and private keys
        KeyPair keyPair = buildKeyPair();
        
        // Save keys
        PublicKey publicKey = keyPair.getPublic();
        PrivateKey privateKey = keyPair.getPrivate();
        
        EncryptionUtils.printKey(publicKey, ""Public Key"");
        EncryptionUtils.printKey(privateKey, ""Private Key"");
        
        // encrypt the message
        byte [] encrypted = encrypt(privateKey, ""This is a secret message"");     
        System.out.println(new String(encrypted));  // <<encrypted message>>
        
        // decrypt the message
        byte[] secret = decrypt(publicKey, encrypted);                                 
        System.out.println(new String(secret));     // This is a secret message
    }
	
    /**
     * Generate key pair
     * @return
     * @throws NoSuchAlgorithmException
     */
    public static KeyPair buildKeyPair() throws NoSuchAlgorithmException {
    	
		// Secure random generator
		SecureRandom secureRandom = new SecureRandom();

		// Key size in bits
        final int keySize = 1024;
        
        KeyPairGenerator keyPairGenerator = KeyPairGenerator.getInstance(""RSA"");
        keyPairGenerator.initialize(keySize, secureRandom);      
        
        return keyPairGenerator.genKeyPair();
        
    }
    
    /**
     * Encrypt message with given key
     * @param key
     * @param message
     * @return
     * @throws Exception
     */
    public static byte[] encrypt(Key key, String message) throws Exception {
    	
        Cipher cipher = Cipher.getInstance(""RSA"");  
        cipher.init(Cipher.ENCRYPT_MODE, key);  

        return cipher.doFinal(message.getBytes());  
    }
    
    /**
     * Decrypt message with given key
     * @param key
     * @param encrypted
     * @return
     * @throws Exception
     */
    public static byte[] decrypt(Key key, byte [] encrypted) throws Exception {
    	
        Cipher cipher = Cipher.getInstance(""RSA"");  
        cipher.init(Cipher.DECRYPT_MODE, key);
        
        return cipher.doFinal(encrypted);
    }
    

	
}",0
